T0	10	10	2	1.53720649628	5.440381778
T1	60	60	2	7.69258363213	48.2446728099
T2	10	10	2	2.37258381465	7.06464587105
T3	10	10	2	0.471316553999	3.46112857729
T4	90	90	2	19.0493030111	43.389946857
T5	20	20	2	2.10425148304	9.16761328329
T6	10	10	2	0.211665638453	1.62825990078
T7	90	90	2	6.84315148869	8.63903900912
T8	100	100	1	15.4077827679
T9	20	20	1	1.71090476548
T10	20	20	1	1.06150896406
T11	50	50	1	6.24649083641
T12	30	30	1	5.38767587687
T13	100	100	1	13.5232901297
T14	10	10	1	0.532464268132
T15	20	20	1	0.874683560906
T16	90	90	1	12.6768208625
T17	10	10	1	1.2337986177
T18	60	60	1	1.0167560677
T19	20	20	1	2.66235751385

