T0	50	50	2	0.943044311862	3.35657588806
T1	10	10	2	0.614801013062	4.06698914116
T2	20	20	2	0.745003283347	3.7600431276
T3	10	10	2	0.634444268758	4.19061127469
T4	10	10	2	2.48052739034	8.07742477591
T5	80	80	2	6.13602581275	18.3394947222
T6	50	50	2	7.7750761641	32.4919653585
T7	30	30	2	1.23786853065	3.77488051655
T8	40	40	2	4.00600616636	16.2580585974
T9	30	30	1	0.838237992371
T10	40	40	1	0.787350793718
T11	10	10	1	0.783705089121
T12	20	20	1	4.13228148989
T13	20	20	1	0.86259489201
T14	10	10	1	0.706909881465
T15	20	20	1	1.32263271436
T16	30	30	1	3.37753467311
T17	30	30	1	3.30055066134
T18	50	50	1	9.44998965485
T19	30	30	1	1.97242710439

