T0	40	40	2	1.42425070706	6.9823229902
T1	30	30	2	2.1217787838	13.8076551096
T2	30	30	2	4.30551794618	23.8875057375
T3	20	20	2	1.72691534266	11.3162089038
T4	50	50	2	4.82639446456	29.4601506854
T5	30	30	2	10.197702445	20.5259173507
T6	10	10	2	0.320879382622	2.07784508444
T7	70	70	2	1.53589459182	1.53589459182
T8	60	60	1	1.13822378132
T9	90	90	1	1.6427982633
T10	80	80	1	10.6380041635
T11	70	70	1	5.13999356368
T12	10	10	1	0.423938300785
T13	20	20	1	0.289972077284
T14	10	10	1	1.58509227515
T15	20	20	1	1.83081373677
T16	10	10	1	2.10763343092

