S0	T0	60	60	2	3.01155117743	23.2461478125
S0	T1	50	50	2	3.05569911705	21.086006715
S0	T2	20	20	2	0.811282824105	3.11927963305
S0	T11MS2	20	20	1	0.591766579672
S1	T3	20	20	2	1.20216731204	3.16930459355
S1	T4	60	60	2	0.47015742069	3.72977335555
S1	T5	100	100	2	1.49906705049	10.6843099888
S1	T6	40	40	2	0.705458922865	5.52257691734
S1	T7	10	10	2	0.811999563593	5.0813360699
S2	T10	10	10	2	0.516367106626	0.74379586179
S2	T8	30	30	2	2.50703978899	15.9599426907
S3	T9	50	50	2	6.39978283617	42.7416581278
