T0	10	10	2	0.183614685078	0.979032290487
T1	30	30	2	8.37943775377	26.2598287213
T2	80	80	2	7.39264992376	42.0458550296
T3	20	20	2	0.731333726727	5.36149913431
T4	20	20	2	0.543615231479	3.73173172024
T5	30	30	2	5.17056332245	18.7722264557
T6	50	50	2	0.609802965669	3.74112469343
T7	10	10	2	1.24335657885	2.45971040582
T8	90	90	1	6.55526765861
T9	20	20	1	2.39382382768
T10	70	70	1	5.54194179408
T11	20	20	1	1.83369269828
T12	10	10	1	1.06647202714
T13	90	90	1	13.5755269265
T14	60	60	1	4.60498818418
T15	20	20	1	0.589097353433
T16	70	70	1	1.93158155332
T17	40	40	1	1.32602618203

