T0	50	50	2	1.89472739724	8.16559802085
T1	50	50	2	1.83548970219	14.678641808
T2	60	60	2	1.00795711846	5.50231584622
T3	20	20	2	4.201380782	11.1683327461
T4	70	70	2	6.94099638328	37.4911837568
T5	30	30	2	1.70841351272	9.51232907138
T6	10	10	2	1.12349487521	4.99421501021
T7	10	10	2	1.0225653596	6.40905825899
T8	40	40	1	2.45007322516
T9	20	20	1	2.24244280076
T10	10	10	1	0.578407193376
T11	100	100	1	15.0193282437
T12	20	20	1	0.253496937103
T13	90	90	1	15.9728529243
T14	20	20	1	1.87511323938
T15	20	20	1	1.70633182415
T16	100	100	1	23.3530184592
T17	10	10	1	0.266244844688
T18	60	60	1	5.78531189741

