T0	30	30	2	1.58325894497	8.709260539
T1	60	60	2	1.12070733686	7.40886009047
T2	30	30	2	2.00580355744	15.0964020283
T3	60	60	2	18.6145683056	46.2956948884
T4	20	20	2	1.16026543251	7.84977976975
T5	90	90	2	3.23476239451	25.0164253927
T6	10	10	2	1.12616833475	7.40952727482
T7	90	90	1	15.4582376118
T8	40	40	1	3.34474832303
T9	90	90	1	5.41335259719
T10	70	70	1	14.4514432478
T11	10	10	1	0.857603985679
T12	20	20	1	2.5784917017
T13	20	20	1	3.82982354857
T14	10	10	1	0.294496534643
T15	70	70	1	4.17970524621

